Dataset,Sample,Prediction
atcosim_corpus,atcosim_corpus/sample_1016.wav,emirates zero two four contact milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1017.wav,india oscar kilo climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1018.wav,air france six seven zero descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1019.wav,portugalia five four three geneva one three three decimal one five bye bye
atcosim_corpus,atcosim_corpus/sample_1020.wav,crossair five one eight zurich radar good afternoon identified i ll call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1021.wav,lufthansa three five five zero zurich radar good afternoon identified route trasadingen saronno maintain flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1022.wav,crossair five one eight route trasadingen tango i ll call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1023.wav,french air force four four one zero descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1024.wav,alitalia four one six zurich radar good afternoon squawk seven five three three
atcosim_corpus,atcosim_corpus/sample_1025.wav,four one six fly heading three six zero
atcosim_corpus,atcosim_corpus/sample_1026.wav,alitalia four zero four good afternoon squawk seven five three two
atcosim_corpus,atcosim_corpus/sample_1027.wav,alitalia four one six you are identified climb to flight level three one zero will be final level
atcosim_corpus,atcosim_corpus/sample_1028.wav,french air force four four one zero milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1029.wav,alitalia three two four good afternoon squawk five seven four seven
atcosim_corpus,atcosim_corpus/sample_1030.wav,air france six seven zero own navigation saronno
atcosim_corpus,atcosim_corpus/sample_1031.wav,six seven zero correct call milan one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1032.wav,alitalia four one six continue heading three six zero i ll call you back for navigation
atcosim_corpus,atcosim_corpus/sample_1033.wav,alitalia four zero four identified route ageri zurich east nelli maintain flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1034.wav,lufthansa five nine three one zurich radar good afternoon what is your position
atcosim_corpus,atcosim_corpus/sample_1035.wav,what is your level
atcosim_corpus,atcosim_corpus/sample_1036.wav,ok switch to one three three decimal four please
atcosim_corpus,atcosim_corpus/sample_1037.wav,lufthansa five five zero four zurich radar good afternoon you are identified maintain flight level two nine zero and fly heading two one zero for a shortcut
atcosim_corpus,atcosim_corpus/sample_1038.wav,alitalia four one six own navigation to zurich east
atcosim_corpus,atcosim_corpus/sample_1039.wav,four one six correct after zurich east to nelli
atcosim_corpus,atcosim_corpus/sample_1040.wav,alitalia three two four identified route albix hochwald morok maintain flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1041.wav,crossair five one eight climb to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1042.wav,crossair five one eight i m sorry stop climb flight level two eight zero
atcosim_corpus,atcosim_corpus/sample_1043.wav,crossair five one eight are you able for flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1044.wav,crossair five one eight roger climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1045.wav,air malta four five zero contact rhein one three two decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1046.wav,airlink one three milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1047.wav,airlink one three milan one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1048.wav,one three four five two
atcosim_corpus,atcosim_corpus/sample_1049.wav,golf bravo victor juliett india zurich radar good afternoon descend to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1050.wav,merair six nine five two zurich radar good afternoon identified route trasadingen saronno maintain flight level two nine zero call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1051.wav,golf juliett india descend to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1052.wav,lufthansa three five five zero zurich radar good afternoon roger what is your position
atcosim_corpus,atcosim_corpus/sample_1053.wav,confirm three five five zero
atcosim_corpus,atcosim_corpus/sample_1054.wav,ok maintain two nine zero
atcosim_corpus,atcosim_corpus/sample_1055.wav,air berlin five two six one geneva one three three decimal one five bye bye
atcosim_corpus,atcosim_corpus/sample_1056.wav,tun air four eight zero two contact rhein one two zero decimal nine two bye bye
atcosim_corpus,atcosim_corpus/sample_1057.wav,india oscar kilo milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1058.wav,lufthansa five five zero four own navigation fribourg
atcosim_corpus,atcosim_corpus/sample_1059.wav,delta india mike mike echo zurich radar good afternoon you are identified maintain flight level three zero zero trasadingen to saronno
atcosim_corpus,atcosim_corpus/sample_1060.wav,golf juliett india descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1061.wav,golf juliett india my mistake descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1062.wav,air malta four five zero contact rhein one three two decimal four
atcosim_corpus,atcosim_corpus/sample_1063.wav,alitalia four one six contact rhein one three two decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1064.wav,aerovic one zero six one zurich radar good afternoon identified maintain flight level three three zero fly heading two one zero for shortcut
atcosim_corpus,atcosim_corpus/sample_1065.wav,roger
atcosim_corpus,atcosim_corpus/sample_1066.wav,merair six nine five two climb initially to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1067.wav,alitalia four zero four rhein one three two decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1068.wav,lufthansa five five zero four descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1069.wav,golf juliett india milan one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1070.wav,alitalia two nine one zurich radar good afternoon trasadingen saronno maintain flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1071.wav,israeli air force four four two zurich radar good afternoon identified maintain flight level three four zero albix saronno
atcosim_corpus,atcosim_corpus/sample_1072.wav,sabena eight zero six zurich radar good afternoon squawk two seven four one
atcosim_corpus,atcosim_corpus/sample_1073.wav,sabena eight zero six climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1074.wav,lufthansa three five five zero descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1075.wav,merair six nine five two climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1076.wav,lufthansa four six six five zurich radar good afternoon maintain three five zero call you back for descent
atcosim_corpus,atcosim_corpus/sample_1077.wav,delta mike echo left by ten degrees until advised
atcosim_corpus,atcosim_corpus/sample_1078.wav,delta mike echo climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1079.wav,lufthansa four six six five descend to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1080.wav,lufthansa five five zero four milan one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1081.wav,sabena eight zero six you are identified routing trasadingen to karlsruhe
atcosim_corpus,atcosim_corpus/sample_1082.wav,merair six nine four four good afternoon identified trasadingen saronno maintain flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1083.wav,sabena eight zero six climb to flight level three six zero
atcosim_corpus,atcosim_corpus/sample_1084.wav,delta mike echo further left by ten degrees
atcosim_corpus,atcosim_corpus/sample_1085.wav,lufthansa four six six five descend to flight level two nine zero rate of descent two thousand feet or more
atcosim_corpus,atcosim_corpus/sample_1086.wav,air france yes sorry alitalia three two four reims control one three four decimal four ciao
atcosim_corpus,atcosim_corpus/sample_1087.wav,sabena eight zero six call zurich sector one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1088.wav,lufthansa three five five zero milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1089.wav,aerovic one zero six one own navigation to st prex
atcosim_corpus,atcosim_corpus/sample_1090.wav,and my mistake own navigation to fribourg
atcosim_corpus,atcosim_corpus/sample_1091.wav,ok continue present heading
atcosim_corpus,atcosim_corpus/sample_1092.wav,crossair five one eight contact rhein one three two decimal four
atcosim_corpus,atcosim_corpus/sample_1093.wav,bye
atcosim_corpus,atcosim_corpus/sample_1094.wav,merair six nine four four climb to flight level three zero zero initially
atcosim_corpus,atcosim_corpus/sample_1095.wav,merair six nine five two left by ten degrees until advised
atcosim_corpus,atcosim_corpus/sample_1096.wav,israeli four four two descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1097.wav,delta mike echo climb to flight level three five zero
atcosim_corpus,atcosim_corpus/sample_1098.wav,aerovic one zero six one descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1099.wav,merair six nine five two clear of traffic own navigation saronno
atcosim_corpus,atcosim_corpus/sample_1100.wav,merair yes correct
atcosim_corpus,atcosim_corpus/sample_1101.wav,delta mike echo continue heading and please call into zurich sector one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1102.wav,lufthansa four six six five milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1103.wav,aerovic one zero six one call now geneva sorry milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1104.wav,merair six nine four four climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1105.wav,alitalia one three five zurich radar good afternoon identified trasadingen saronno maintain flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1106.wav,sunwing five two one two zurich radar good afternoon you are identified route trasadingen saronno fly heading yeah make it trasad  sorry maintain flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1107.wav,iberia six seven one zero zurich radar good afternoon you are identified maintain flight level three four zero trasadingen st prex
atcosim_corpus,atcosim_corpus/sample_1108.wav,air algerie two zero seven three zurich radar good afternoon confirm on heading south
atcosim_corpus,atcosim_corpus/sample_1109.wav,air algerie two zero seven three roger fly heading two one zero until advised and i ll call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1110.wav,alitalia three six nine zurich radar good afternoon identified trasadingen saronno maintain flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1111.wav,air france six eight zero good afternoon descend to flight level two five zero rate of descent two thousand five hundred feet or more until passing flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1112.wav,merair six nine five two milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1113.wav,israeli four four two milan one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1114.wav,lufthansa four two two three zurich radar good afternoon you are identified maintain flight level three three zero trasadingen zurICH east fusse
atcosim_corpus,atcosim_corpus/sample_1115.wav,austrian four one six whiskey zurich radar good afternoon identified trasadingen zurICH east fusse maintain flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1116.wav,yeah should you be with geneva
atcosim_corpus,atcosim_corpus/sample_1117.wav,one three yeah one three three one five please
atcosim_corpus,atcosim_corpus/sample_1118.wav,air france two four two six good afternoon identified trasadingen zurich east fusse maintain flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1119.wav,aero lloyd five six two zurich radar good afternoon you are identified maintain flight level three zero zero and fly heading two one zero for shortcut
atcosim_corpus,atcosim_corpus/sample_1120.wav,alitalia four six nine good afternoon roger standby
atcosim_corpus,atcosim_corpus/sample_1121.wav,well ok
atcosim_corpus,atcosim_corpus/sample_1122.wav,ok
atcosim_corpus,atcosim_corpus/sample_1123.wav,thank you bye bye
atcosim_corpus,atcosim_corpus/sample_1124.wav,air france three two six one climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1125.wav,aero lloyd five six zero good morning maintain three three zero trasadingen st prex
atcosim_corpus,atcosim_corpus/sample_1126.wav,french air force four two three four reims one three four four good bye
atcosim_corpus,atcosim_corpus/sample_1127.wav,air malta zero zero four turn right heading zero one zero
atcosim_corpus,atcosim_corpus/sample_1128.wav,air malta zero zero four turn right heading zero one zero
atcosim_corpus,atcosim_corpus/sample_1129.wav,lufthansa three five seven seven good morning squawk two seven six six
atcosim_corpus,atcosim_corpus/sample_1130.wav,transwede three five seven one turn right one zero degrees due traffic
atcosim_corpus,atcosim_corpus/sample_1131.wav,lufthansa four three five six is identified
atcosim_corpus,atcosim_corpus/sample_1132.wav,lufthansa four seven two three descend to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1133.wav,affirm that s correct lufthansa four seven two three descend to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1134.wav,air berlin five zero eight one good morning maintain level three three zero
atcosim_corpus,atcosim_corpus/sample_1135.wav,standby air malta zero zero four turn right heading zero three zero
atcosim_corpus,atcosim_corpus/sample_1136.wav,foxtrot sierra india is identified maintain level two nine zero trasadingen saronno
atcosim_corpus,atcosim_corpus/sample_1137.wav,lufthansa eight two six eight good morning maintain level three one zero trasadingen st prex
atcosim_corpus,atcosim_corpus/sample_1138.wav,lufthansa eight two six eight turn right heading two one zero
atcosim_corpus,atcosim_corpus/sample_1139.wav,blue five seven two contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1140.wav,lufthansa eight two six eight climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1141.wav,transwede three five seven one own navigation to luxeuil
atcosim_corpus,atcosim_corpus/sample_1142.wav,air malta zero zero four own navigation to karlsruhe
atcosim_corpus,atcosim_corpus/sample_1143.wav,lufthansa eight two six eight continue climb to level three four zero
atcosim_corpus,atcosim_corpus/sample_1144.wav,and report heading to zurich one three three four good bye
atcosim_corpus,atcosim_corpus/sample_1145.wav,air malta zero zero four contact rhein one two zero nine two good bye
atcosim_corpus,atcosim_corpus/sample_1146.wav,lufthansa triple five zero good morning squawk two seven five seven
atcosim_corpus,atcosim_corpus/sample_1147.wav,jetcom one three three good morning roger call you back for climb in two minutes
atcosim_corpus,atcosim_corpus/sample_1148.wav,jetcom one three three climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1149.wav,lufthansa five three one eight contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1150.wav,hamburg air two five four six good morning climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1151.wav,aero lloyd five six zero turn right direct st prex
atcosim_corpus,atcosim_corpus/sample_1152.wav,lufthansa triple five zero is identified fly heading two five zero
atcosim_corpus,atcosim_corpus/sample_1153.wav,air inter three two zero papa hotel good morning squawk two seven one two
atcosim_corpus,atcosim_corpus/sample_1154.wav,air inter three two zero papa hotel is identified maintain level three three zero trasa hochwald morok
atcosim_corpus,atcosim_corpus/sample_1155.wav,lufthansa four seven two three descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1156.wav,contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1157.wav,transwede three five seven one reims one three four four good bye
atcosim_corpus,atcosim_corpus/sample_1158.wav,lufthansa three five seven seven turn right to zurich east
atcosim_corpus,atcosim_corpus/sample_1159.wav,jetcom one three three for further climb zurich one three two decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1160.wav,air france three two six one own navigation to st prex
atcosim_corpus,atcosim_corpus/sample_1161.wav,foxtrot sierra india turn left to canne
atcosim_corpus,atcosim_corpus/sample_1162.wav,sabena seven eight one six contact rhein one two zero nine two good bye
atcosim_corpus,atcosim_corpus/sample_1163.wav,foxtrot sierra india due traffic descend now to flight level two eight zero
atcosim_corpus,atcosim_corpus/sample_1164.wav,hapag lloyd six five three good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1165.wav,lufthansa triple five zero climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1166.wav,hamburg air two five four six geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1167.wav,hapag lloyd six five three climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1168.wav,trans avia three eight one milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1169.wav,fox sierra india contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1170.wav,lufthansa four three five six reims one three four four tschuss
atcosim_corpus,atcosim_corpus/sample_1171.wav,hapag lloyd six five three contact zurich one three three decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1172.wav,air inter three two zero papa hotel set course direct morok
atcosim_corpus,atcosim_corpus/sample_1173.wav,hapag lloyd one seven one good morning climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1174.wav,lufthansa three five seven seven contact rhein one three two decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1175.wav,aero lloyd five one seven good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1176.wav,speed way three four six nine good morning roger
atcosim_corpus,atcosim_corpus/sample_1177.wav,viva nine zero eight one good morning route zurich east fusse
atcosim_corpus,atcosim_corpus/sample_1178.wav,lufthansa triple five zero own navigation to st prex
atcosim_corpus,atcosim_corpus/sample_1179.wav,good morning lufthansa four three nine three roger
atcosim_corpus,atcosim_corpus/sample_1180.wav,swiss air six five five two good morning roger
atcosim_corpus,atcosim_corpus/sample_1181.wav,aero lloyd five six zero contact geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1182.wav,lufthansa triple five zero descend to level two five zero
atcosim_corpus,atcosim_corpus/sample_1183.wav,air france one five five four
atcosim_corpus,atcosim_corpus/sample_1184.wav,swiss air six five five two expect higher in two minutes
atcosim_corpus,atcosim_corpus/sample_1185.wav,air france one five five four
atcosim_corpus,atcosim_corpus/sample_1186.wav,air france one five five four good morning confirm on course to fusse
atcosim_corpus,atcosim_corpus/sample_1187.wav,roger
atcosim_corpus,atcosim_corpus/sample_1188.wav,air france three five six good morning squawk seven five three six
atcosim_corpus,atcosim_corpus/sample_1189.wav,seven five three six
atcosim_corpus,atcosim_corpus/sample_1190.wav,hapag lloyd one seven one geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1191.wav,lufthansa triple five zero milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1192.wav,air france three five six is identified climb to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1193.wav,swiss air four eight eight good morning roger
atcosim_corpus,atcosim_corpus/sample_1194.wav,cotam one one four one good morning roger
atcosim_corpus,atcosim_corpus/sample_1195.wav,air france three two six one geneva one three three one five au revoir
atcosim_corpus,atcosim_corpus/sample_1196.wav,air france one five five four descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1197.wav,and air berlin five zero eight one geneva one three three one five tschuss
atcosim_corpus,atcosim_corpus/sample_1198.wav,cotam one one four one descend to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1199.wav,air france one five five four turn right one five degrees
atcosim_corpus,atcosim_corpus/sample_1200.wav,speed way three four six nine descend to flight level two seven zero
atcosim_corpus,atcosim_corpus/sample_1201.wav,jetset four four two good morning roger
atcosim_corpus,atcosim_corpus/sample_1202.wav,jetset four four two descend to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1203.wav,transwede one zero seven good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1204.wav,alitalia one one seven buongiorno maintain level three one zero trasadingen saronno
atcosim_corpus,atcosim_corpus/sample_1205.wav,air france one five five four clear of traffic own navigation to fusse contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1206.wav,swiss air six five five two descend to flight level two seven zero
atcosim_corpus,atcosim_corpus/sample_1207.wav,contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1208.wav,lufthansa four three nine three descend to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1209.wav,air inter three two zero papa hotel contact reims one three four four good bye
atcosim_corpus,atcosim_corpus/sample_1210.wav,sabena eight two six alfa good morning squawk seven five three one
atcosim_corpus,atcosim_corpus/sample_1211.wav,swiss air four eight eight climb to flight level three one correction three zero zero
atcosim_corpus,atcosim_corpus/sample_1212.wav,aero lloyd five one seven set course direct to frankfurt
atcosim_corpus,atcosim_corpus/sample_1213.wav,air france three five six set course to morok climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1214.wav,lufthansa four three nine three descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1215.wav,speed way three four six nine milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1216.wav,viva nine zero eight one descend to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1217.wav,jetset four four two descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1218.wav,sabena eight two six alfa is identified climb to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1219.wav,cotam one one four one contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1220.wav,transwede one zero seven set course direct to st prex
atcosim_corpus,atcosim_corpus/sample_1221.wav,u s air one four good morning roger continue on heading zero nine five
atcosim_corpus,atcosim_corpus/sample_1222.wav,alitalia two nine two good morning squawk two seven six one
atcosim_corpus,atcosim_corpus/sample_1223.wav,sabena eight two six alfa climb to flight level three two zero trasadingen karlsruhe
atcosim_corpus,atcosim_corpus/sample_1224.wav,alitalia two nine two climb to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1225.wav,aero lloyd five one seven contact rhein one two zero nine two good bye
atcosim_corpus,atcosim_corpus/sample_1226.wav,ltu seven seven five six calling confirm
atcosim_corpus,atcosim_corpus/sample_1227.wav,ltu seven seven five six climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1228.wav,u s air one four own navigation to fusse
atcosim_corpus,atcosim_corpus/sample_1229.wav,swiss air four eight eight contact rhein one three two decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1230.wav,viva nine zero eight one contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1231.wav,lufthansa four three nine three milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1232.wav,ltu seven seven five six climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1233.wav,air france three five six reims one three four four good bye
atcosim_corpus,atcosim_corpus/sample_1234.wav,jetset four four two milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1235.wav,u s air one four milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1236.wav,iberia three four two two good morning maintain three four zero trasadingen nelli
atcosim_corpus,atcosim_corpus/sample_1237.wav,transwede one zero seven climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1238.wav,adria one six four two good morning squawk two seven one zero
atcosim_corpus,atcosim_corpus/sample_1239.wav,iberia three four two two set course direct to trasadingen
atcosim_corpus,atcosim_corpus/sample_1240.wav,adria one six four two set course direct to morok
atcosim_corpus,atcosim_corpus/sample_1241.wav,aero lloyd five nine zero good morning route trasadingen saronno call you back for climb
atcosim_corpus,atcosim_corpus/sample_1242.wav,lufthansa four six five two good morning fly heading two one zero
atcosim_corpus,atcosim_corpus/sample_1243.wav,air malta one hundred good morning squawk five seven one seven
atcosim_corpus,atcosim_corpus/sample_1244.wav,ltu seven seven five six geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1245.wav,air malta one hundred identified route negra trasadingen to luxeuil
atcosim_corpus,atcosim_corpus/sample_1246.wav,lufthansa four six five two climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1247.wav,aero lloyd five nine zero climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1248.wav,lufthansa eight two two one good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1249.wav,netherlands four one four good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1250.wav,united six nine good morning descend to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1251.wav,transwede one zero seven climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1252.wav,good morning lufthansa four five seven five radar contact climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1253.wav,alitalia four zero one good morning roger maintain two nine zero
atcosim_corpus,atcosim_corpus/sample_1254.wav,transwede one zero seven climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1255.wav,united six nine descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1256.wav,alitalia one one seven descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1257.wav,united six nine fly heading zero nine zero
atcosim_corpus,atcosim_corpus/sample_1258.wav,transwede one zero seven geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1259.wav,shamrock four eight two two good morning descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1260.wav,india fox golf good morning squawk two seven four four
atcosim_corpus,atcosim_corpus/sample_1261.wav,lufthansa four five seven five climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1262.wav,india fox golf climb to flight level three four correction climb to fly level three two zero
atcosim_corpus,atcosim_corpus/sample_1263.wav,united six nine own navigation to fusse
atcosim_corpus,atcosim_corpus/sample_1264.wav,contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1265.wav,iberia three four two two rhein one three two decimal four adios
atcosim_corpus,atcosim_corpus/sample_1266.wav,netherlands four one four turn left to canne
atcosim_corpus,atcosim_corpus/sample_1267.wav,iberia three four two two contact rhein one three two decimal four
atcosim_corpus,atcosim_corpus/sample_1268.wav,sabena eight two six alfa rhein one two zero nine two good bye
atcosim_corpus,atcosim_corpus/sample_1269.wav,alitalia two nine two as well rhein one two zero nine two ciao
atcosim_corpus,atcosim_corpus/sample_1270.wav,lufthansa eight two two one descend to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1271.wav,europa three six one good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1272.wav,alitalia one one seven milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1273.wav,shamrock four eight two two descend to flight level two seven zero
atcosim_corpus,atcosim_corpus/sample_1274.wav,roger contact milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1275.wav,lufthansa four six five two climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1276.wav,and four six five two turn left heading two hundred
atcosim_corpus,atcosim_corpus/sample_1277.wav,adria one six four two reims one three four four good bye
atcosim_corpus,atcosim_corpus/sample_1278.wav,europa three six one descend to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1279.wav,lufthansa eight two two one descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1280.wav,india foxtrot golf climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1281.wav,air malta one hundred turn left to trasadingen
atcosim_corpus,atcosim_corpus/sample_1282.wav,lufthansa four four one six good morning maintain two nine zero trasadingen saronno
atcosim_corpus,atcosim_corpus/sample_1283.wav,lufthansa eight two two one milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1284.wav,india fox golf turn right to zurich east
atcosim_corpus,atcosim_corpus/sample_1285.wav,turkair nine two five good morning squawk one zero zero five
atcosim_corpus,atcosim_corpus/sample_1286.wav,alitalia four zero one climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1287.wav,lufthansa four five seven five rhein one three two decimal four tschuss
atcosim_corpus,atcosim_corpus/sample_1288.wav,lufthansa four six five two own navigation to st prex contact geneva one three three one five good bye
atcosim_corpus,atcosim_corpus/sample_1289.wav,jet aviation seven zero one good morning squawk two seven three two
atcosim_corpus,atcosim_corpus/sample_1290.wav,jet aviation seven zero one fly heading two five zero descend to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1291.wav,netherlands four one four descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1292.wav,alitalia four zero one climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1293.wav,alitalia four eight seven good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1294.wav,turkish nine two five set course direct to morok
atcosim_corpus,atcosim_corpus/sample_1295.wav,lufthansa four four one six climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1296.wav,speed bird seven seven whiskey whiskey good morning squawk two seven two zero
atcosim_corpus,atcosim_corpus/sample_1297.wav,jet aviation seven zero one confirm turning left heading two five zero and descending three three zero
atcosim_corpus,atcosim_corpus/sample_1298.wav,thank you
atcosim_corpus,atcosim_corpus/sample_1299.wav,europa three six one contact rhein one three two decimal four adios
atcosim_corpus,atcosim_corpus/sample_1300.wav,netherlands four one four milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1301.wav,india foxtrot golf contact now rhein one three two decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1302.wav,speed bird seven seven whiskey whiskey is identified route trasadingen ho  luxeuil
atcosim_corpus,atcosim_corpus/sample_1303.wav,jet aviation seven zero one descend to flight level three two zero
